"CHEMBL2163594","CC(C)CN(Cc1ccc2c(c1)C=CC(C)(C)O2)S(=O)(=O)c1ccccn1",5.301029996,"valid"
"CHEMBL3416307","O=C(O)c1ccc(-n2nnnc2SC2=CS(=O)(=O)c3ccccc32)cc1",5.124938737,"valid"
"CHEMBL3416321","O=[N+]([O-])c1c(Sc2nnnn2-c2ccccc2)cc(Cl)c2nonc12",5.958607315,"valid"
"CHEMBL1392315","O=c1c2ccccc2sn1-c1ccc(S(=O)(=O)N2CCCC2)cc1",5.095284455,"valid"
"CHEMBL3775671","COc1ccc(S(=O)(=O)ON=C2C=C(C)C(=O)C(C)=C2)cc1",5.70333481,"valid"
"CHEMBL1720939","CCOC(=O)c1ccc(-n2sc3ccccc3c2=O)cc1",4.88941029,"valid"
"CHEMBL2087789","Cc1cc(C)c2c(=O)n(C(=O)c3cccs3)sc2n1",5.171340103,"valid"
"CHEMBL1385343","Cc1ccc(-c2nc(N)s[n+]2-c2ccccc2)cc1",5.744727495,"valid"
"CHEMBL3416335","CNc1nc(-c2ccccc2)[n+](-c2ccccc2)s1",5.721246399,"valid"
"CHEMBL1391552","O=c1c2ccccc2sn1-c1nccs1",5.029188389,"valid"
"CHEMBL499919","O=c1ccsn1-c1ccncc1",5.522878745,"valid"
"CHEMBL222543","O=C1/C(=C/c2ccc(O)c(C(=O)O)c2)CCC/C1=Cc1ccc(O)c(C(=O)O)c1",3.774690718,"valid"
"1d","O=C(/C(CCC/1)=C/C2=CC(I)=C(O)C=C2)C1=C\C3=CC=C(O)C(I)=C3",5.091514981,"valid"
"1g","O=C(/C(CCC/1)=C/C2=CC(C)=C(O)C=C2)C1=C\C3=CC=C(O)C(C)=C3",4.571865206,"valid"
"A1","O=C(C1=CC=CC(N)=C1)/C=C/C2=CC(OC)=C(OCC3=CC(C(N)=O)=CC=C3)C(Cl)=C2",4.437231457,"valid"
"A8","O=C(C1=CC=CC(O)=C1)/C=C/C2=CC(OC)=C(OCC3=CC(C(N)=O)=CC=C3)C(Br)=C2",5.974694135,"valid"
"A13","O=C(C1=CC(OC)=C(OC)C(OC)=C1)/C=C/C2=CC(OC)=C(OCC3=CC(C(N)=O)=CC=C3)C(Cl)=C2",4.301029996,"valid"
"A14","O=C(C1=CC(OC)=C(OC)C(OC)=C1)/C=C/C2=CC(OC)=C(OCC3=CC(C(N)=O)=CC=C3)C(Br)=C2",4.301029996,"valid"
"1","CC(C1CC1)N(Cc1ccccc1)C(=O)CN1C(=O)NC(Cc2c[nH]c3ccccc23)C1=O",5.292429824,"test"
"CHEMBL3421943","COc1cc(C=C2C(=O)N(Cc3ccccc3)C(=O)N(Cc3ccccc3)C2=O)ccc1O",5.823908741,"test"
"CHEMBL2031566","O=C(O)CSc1cc(NS(=O)(=O)c2ccc(C(=O)O)cc2)c2ccccc2c1O",6.180456064,"test"
"CHEMBL2163603","CC(C)CN(Cc1cc(O)c2c(c1)C=CC(C)(C)O2)S(=O)(=O)c1ccncc1",5.397940009,"test"
"CHEMBL3416552","CCN(CC)c1ccc2c(C)c(-c3ccc(N4C(=O)C=CC4=O)cc3)c(=O)oc2c1",6.585026652,"test"
"CHEMBL3814752","C[C@@H]1CC(=O)Nc2cccc(-c3ccc4c(c3)c(-c3cnn(C)c3)nn4C)c2N1",7.292429824,"test"
"CHEMBL2163596","CC1(C)C=Cc2cc(CN(C3CCC3)S(=O)(=O)c3ccccn3)ccc2O1",5.397940009,"test"
"CHEMBL140","COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O",5.187086643,"test"
"CHEMBL1795608","O=c1c2cc([N+](=O)[O-])cnc2sn1c1ccc(Oc2ccccc2)cc1",5.614393726,"test"
"CHEMBL318367","O=c1c2cccnc2sn1-c1ccc(Cl)cc1",5.243363892,"test"
"CHEMBL4289431","CN1C(=O)/C(=C/c2ccncc2)C(=O)NC1=S",4.301029996,"test"
"CTKA","O=C([O-])C1=CC=C(N2N=C(/C=C/C3=CC=C(O)C(OC)=C3)C=C2/C=C/C4=CC=C(O)C(OC)=C4)C=C1.[Na+]",4.657577319,"test"
"A5","O=C(C1=CC=CC(C(N)=O)=C1)/C=C/C2=CC(OC)=C(OCC3=CC(C(N)=O)=CC=C3)C(Br)=C2",4.639406586,"test"
"A21","O=C(C1=CC=CC(N)=C1)/C=C/C2=CC(OC)=C(OCC3=CC(Cl)=CC=C3)C(I)=C2",4.301029996,"test"
